id,subject,chapter,source,answer,analysis_state,answerStatus,analysisSource,analysisImagesCount,missingImage,officialAnswerMismatch,stem
MATH-0208,高数,第二章 导数与微分,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 y=e^x ln x 的二阶导数。
MATH-0209,高数,第二章 导数与微分,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 y=x/√(1-x²) 的二阶导数。
MATH-0210,高数,第二章 导数与微分,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 y=cot(x/2) 的导数。
MATH-0211,高数,第二章 导数与微分,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 y=xarcsinx 的导数。
MATH-0212,高数,第二章 导数与微分,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 y=1/x-2∛x+x^(3/2) 的微分。
MATH-0213,高数,第二章 导数与微分,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 y=x sin x ln x 的微分。
MATH-0215,高数,第二章 导数与微分,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 y=e^{-x}cos(3-x) 的导数。
MATH-0216,高数,第一章 函数、极限与连续,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求含 arctan x-x 与 x²sinx 的极限
MATH-0217,高数,第二章 导数与微分,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 y=ln(1+x²)+sin²(2x+2^x) 的导数。
MATH-0218,高数,第一章 函数、极限与连续,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求含 e^x-sin x-1 与 (arcsin x)² 的极限
MATH-0219,高数,第一章 函数、极限与连续,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求含 ln(e^x+x) 的极限。
MATH-0220,高数,第一章 函数、极限与连续,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求含 xe^x、e^{-x} 的极限。
MATH-0221,高数,第一章 函数、极限与连续,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 lim(x→0⁺) xlnx。
MATH-0222,高数,第一章 函数、极限与连续,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求含 (1-x)tan(πx/2) 的极限。
MATH-0223,高数,第一章 函数、极限与连续,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 (e^x+x)^(1/x) 类型极限。
MATH-0224,高数,第一章 函数、极限与连续,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 ((arctan x)/x)^(1/x²) 类型极限。
MATH-0225,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求函数 y=x-ln x 的单调区间。
MATH-0226,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"求 f(x)=2x³+3x²-12x+14 在 [-3,4] 上的最值。"
MATH-0227,高数,综合题,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"已知 f(x)=ax³-6ax²+b 在区间 [-1,2] 上最大值为 3、最小值为 -29，求 a、b。"
MATH-0228,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 f(x)=x+e^(1/x) 的单调区间与极值。
MATH-0229,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,讨论曲线凹凸性、拐点及图像特征。
MATH-0230,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,讨论 y=x²-2x+1 的单调性。
MATH-0231,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,根据 f′(x) 的符号或图像判断函数性质。
MATH-0232,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,由函数图像判断导数正负、单调性或极值。
MATH-0233,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,判断函数在 x₀ 处有极值时 f′(x₀) 等条件是否一定成立。
MATH-0234,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 f(x)=3-x^(2/3) 的单调区间和极值。
MATH-0235,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求 f(x)=x³/(x-1) 的单调区间和极值。
MATH-0236,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求根式函数的单调区间和极值。
MATH-0237,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,利用导数证明三角函数相关不等式或单调性。
MATH-0238,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"求 y=|x+3| 在 [-1,2] 上的最大值和最小值。"
MATH-0239,高数,综合题,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,已知闭区间最值条件，求参数 a、b 的补充题。
MATH-0240,高数,第三章 导数的应用,高数270道错题本,过程题/证明题，按解析步骤作答,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"求 f(x)=x+1/x 在 (0,+∞) 上的最小值。"
COMP-0001,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,1. 世界上公认的第一台计算机是在 ( )年诞生的。
COMP-0002,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,2. 下列叙述正确的是 ( )。
COMP-0003,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,3. 用来表示计算机辅助设计的英文缩写是 ( )。
COMP-0004,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,4. 计算机的发展阶段通常是按计算机所采用的 ( )来划分的。
COMP-0005,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,5. 计算机中的指令和数据采用 ( )存储。
COMP-0006,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,6. 冯·诺依曼计算机工作原理的核心是 ( )和“程序控制”。
COMP-0007,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,7. 计算机能直接执行 ( )。
COMP-0008,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,8. 机器语言中的每个语句(称为指令)都是 ( )的指令代码。
COMP-0009,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,9. 关于计算机的发展及基本知识，不正确的是 ( )
COMP-0010,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,10. “嫦娥”奔月过程中，地面发射台需要对其进行检测和操控，这一应用属于 ( )范围的应用。
COMP-0011,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,11. 在电子商务中，企业与消费者之间的交易称为 ( )。
COMP-0012,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"12. “ AlphaGo”战胜围棋职业棋手, 这是计算机在 ( ) 方面的应用。"
COMP-0013,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,13. 将基础设施作为服务的云计算服务类型是 ( )。
COMP-0014,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,14. 在下列技术中，不属于物联网关键技术的是 ( )。
COMP-0015,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,15. 某种数制每位上所使用的数码个数称为该数制的 ( )。
COMP-0016,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,16. 与十进制数 291 等值的十六进制数为 ( )。
COMP-0017,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,17. 十进制数48的补码为 ( ) 。
COMP-0018,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,18. 通常用十六进制数，而不用二进制书写计算机中的数，是因为 ( )。
COMP-0019,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,19. 与十六进制数 B5 等值的二进制数是 ( )。
COMP-0020,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"20. 已知有不同进制的数， a=(111101)₂,b=(3 C)₁₆,c=(64)₁₀,则不等式 ( )成立。"
COMP-0021,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,21. 八进制中，小数点左边第四位上的位权是8的 ( )次方。
COMP-0022,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,22. 下列式子中成立的是 ( )
COMP-0023,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,23. 下列有关“基数”表述正确的是 ( )。
COMP-0024,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,24. 存储容量 1GB 等于 ( ) 。
COMP-0025,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,25. 存储容量1TB 等于 ( ) 。
COMP-0026,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,26. 字长是指计算机一次所能处理的 ( )，是衡量计算性能的一个重要指标。
COMP-0027,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,27. 7 位标准ASCⅡ码，用一个字节表示一个字符，并规定其 ( )
COMP-0028,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,28. 用户从键盘上输入的汉字编码被称为 ( )。
COMP-0029,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,29. 用于在计算机内部存储、处理汉字的编码称为汉字 ( )。
COMP-0030,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,30. 汉字系统中的汉字字库里存放的是汉字的 ( )。
COMP-0031,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,31. 下列各选项中不属于汉字输入码的是 ( )。
COMP-0032,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,32. 在计算机领域中，标准 AS CII码用一个字节即8位二进制数来表示一个字符，这个字节的变化范围是 ( )。
COMP-0033,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"33. 下列关于 ASCⅡ编码的叙述中, 正确的是 ( ) 。"
COMP-0034,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,34. 下列关于计算机的叙述中，不正确的一条是 )。
COMP-0035,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,35. 8位二进制数最多能表示 ( )种不同状态。
COMP-0036,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,36. 在下列关于计算思维的说法中，正确的是 ( )。
COMP-0037,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,37. 在下列关于可计算性的说法中，错误的是 ( )。
COMP-0038,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,38. 下面 ( )不是计算机采用二进制的主要原因。
COMP-0039,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,39. 关于社会信息化的说法，错误的是 ( )。
COMP-0040,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"40. 算式37+6=45正确, 则该算式采用的进制是 ( ) 。"
COMP-0041,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"41. 如果等式2+5=10成立, 则6+4= ( ) 。"
COMP-0042,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,42. 一个字节由8个二进制位组成，那么两个字节所能表示的最大的十六进制整数为( )。
COMP-0043,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,43. 把十进制数-123表示为机器数的原码形式为 ( )。
COMP-0044,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,44. 对于汉字编码，以下说法中正确的是 ( )。
COMP-0045,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,45. 汉字的字形码可以用点阵方式来表示，以下关于汉字点阵的描述中，正确的是 ( )。
COMP-0046,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,46. 一个汉字的机内码与国标码之间的差别是 ( )。
COMP-0047,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"47. 二进制数01001101和11010011进行“逻辑或”运算, 运算结果再与二进制数01011101进行“逻辑与”运算,结果为 ( )。"
COMP-0048,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,48. 十进制数转换成二进制数的方法是 ( )。
COMP-0049,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"49. 若某进制的运算中5×9=39,则在该进制下4×7的结果是 ( ) 。"
COMP-0050,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,50. 将十六进制数直接转换成二进制数时，每一位十六进制数对应的二进制数的位数是( ) 。
COMP-0051,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"51. 下列描述中,正确的是 ( )。"
COMP-0052,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,52. 关于数据的描述中，错误的是 ( )。
COMP-0053,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,53. 汉字信息交换码 ( )是我国颁布的国家标准。
COMP-0054,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,54. 在海上，早期没有无线电通讯设备，人们通常使用3面由红、黄、蓝三种颜色的彩色小旗的排列来表达某种信息，它最多能表示的信息个数是 ( )。
COMP-0055,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,55. 在微机中，西文字符所采用的编码是 ( )。
COMP-0056,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,56. 五笔字型汉字输入法的编码属于 ( )。
COMP-0057,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,57. 显示或打印汉字时，系统使用的是汉字的 ( )。
COMP-0058,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"58. 已知英文字母m的 ASCⅡ码值为6 DH, 那么 AS CII码值为71H的英文字母是 ( ) 。"
COMP-0059,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"59. 若已知一汉字的国标码是5E38H, 则其内码是 ( ) 。"
COMP-0060,计算机,第一章 计算机基础,计算机（1-5章）.docx,A,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,60. 在数制的转换中，下列叙述中正确的一条是 ( )。
COMP-0061,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,61. 下列不属于计算机特点的是 ( )。
COMP-0062,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,62. 计算机之所以能按人们的意图自动进行工作，最直接的原因是因为采用了 ( )。
COMP-0063,计算机,第一章 计算机基础,计算机（1-5章）.docx,B,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,63. 电子计算机最早的应用领域是 ( )。
COMP-0064,计算机,第一章 计算机基础,计算机（1-5章）.docx,D,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,64. 存储一个 48×48点阵的汉字字形码需要的字节数是 ( )。
COMP-0065,计算机,第一章 计算机基础,计算机（1-5章）.docx,C,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,65. 计算机技术中，下列的英文缩写和中文名字的对照，正确的是 ( )。
COMP-0066,计算机,第一章 计算机基础,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,1. 从计算机的用途上看，人们家里使用的普通计算机都是专用计算机。
COMP-0067,计算机,第一章 计算机基础,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,2. 计算机的特点是存储容量大，运算精度低。
COMP-0068,计算机,第一章 计算机基础,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,3. 在计算机发展的过程中，人们先后发明的计算机依次是：微型机—小型机—大型机—巨型机。
COMP-0069,计算机,第一章 计算机基础,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,4. 位权是指数码在不同位置上的权值。
COMP-0070,计算机,第一章 计算机基础,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,5. 八进制数是由1、2、3、4、5、6、7、8这8个数码组成的。
COMP-0071,计算机,第一章 计算机基础,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,"6. 计算机中的字符, 一般采用ASCⅡ码编码方案。若已知“H”的ASCⅡ码为48H, 则可推断出“J”的ASCⅡ码为50H。"
COMP-0072,计算机,第一章 计算机基础,计算机（1-5章）.docx,对,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,7. 汉字字形码是用来将汉字显示到屏幕上或打印到纸上所需要的图形数据。
COMP-0073,计算机,第一章 计算机基础,计算机（1-5章）.docx,错,有官方/原图解析,official_verified_with_page_backup,计算机答案1-97.pdf（v23逐题裁切图+完整页备份；若裁切缺边可看完整页）,2,,,8. ASCII码是一种字符编码标准，它的全称是美国信息交换标准代码，它的每个字符用一个二进制数表示。
